descriptor,mean_standardised_value_high_residual,mean_standardised_value_other,mean_difference_high_minus_other,abs_mean_difference,descriptor_category,descriptor_numeric_type,candidate_super_block,is_near_constant,is_rare_binary_like,dominant_value_ratio,VIP,VIP_ge_1,coefficient_standardised_X,abs_coefficient_standardised_X
SssssNp,-0.022513159974164032,0.0011886948466358527,-0.023701854820799884,0.023701854820799884,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.191200108314413,False,0.0038562520580413,0.0038562520580413
minssssNp,-0.022513159974164032,0.0011886948466358527,-0.023701854820799884,0.023701854820799884,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.191200108314413,False,0.0038562520580413,0.0038562520580413
maxssssNp,-0.022513159974164032,0.0011886948466358527,-0.023701854820799884,0.023701854820799884,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.191200108314413,False,0.0038562520580413,0.0038562520580413
n12Ring,-0.022513159974164032,0.0011886948466358527,-0.023701854820799884,0.023701854820799884,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9994934143870314,0.395105541518263,False,0.0161773432187953,0.0161773432187953
SsSH,-0.022513159974164032,0.0011886948466358414,-0.023701854820799874,0.023701854820799874,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2618341071474339,False,-0.0021195681230724,0.0021195681230724
minsSH,-0.022513159974164032,0.0011886948466358414,-0.023701854820799874,0.023701854820799874,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2618341071474339,False,-0.0021195681230724,0.0021195681230724
maxsSH,-0.022513159974164032,0.0011886948466358414,-0.023701854820799874,0.023701854820799874,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2618341071474339,False,-0.0021195681230724,0.0021195681230724
nHsSH,-0.022513159974164032,0.0011886948466358338,-0.023701854820799867,0.023701854820799867,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9994934143870314,0.2618341071474338,False,-0.0021195681230724,0.0021195681230724
nsSH,-0.022513159974164032,0.0011886948466358338,-0.023701854820799867,0.023701854820799867,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9994934143870314,0.2618341071474338,False,-0.0021195681230724,0.0021195681230724
SHsSH,-0.022513159974164025,0.0011886948466358319,-0.023701854820799857,0.023701854820799857,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2618341071474338,False,-0.0021195681230724,0.0021195681230724
minHsSH,-0.022513159974164025,0.0011886948466358319,-0.023701854820799857,0.023701854820799857,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2618341071474338,False,-0.0021195681230724,0.0021195681230724
maxHsSH,-0.022513159974164025,0.0011886948466358319,-0.023701854820799857,0.023701854820799857,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2618341071474338,False,-0.0021195681230724,0.0021195681230724
minHBint8,0.022368477624356814,-0.0011810556185660366,0.02354953324292285,0.02354953324292285,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7330293819655522,0.729991289301405,False,-0.0513884044258493,0.0513884044258493
MDEN-12,-0.021781320177776807,0.0011500537053865932,-0.0229313738831634,0.0229313738831634,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9650455927051672,0.8892855471608193,False,0.1018592736653134,0.1018592736653134
minHother,-0.020645290012749912,0.001090071312673831,-0.021735361325423745,0.021735361325423745,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0060790273556231,0.6790559242449126,False,0.0867832018798928,0.0867832018798928
minHaaCH,0.014587091776923279,-0.0007701984458215899,0.015357290222744869,0.015357290222744869,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097,0.6256892668687128,False,0.0092490405072565,0.0092490405072565
minHsNH2,-0.014580653151463261,0.000769858486397311,-0.015350511637860572,0.015350511637860572,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.6203674597311869,False,0.028684941406203,0.028684941406203
nwHBd,0.014286148135538237,-0.0007543086215563865,0.015040456757094624,0.015040456757094624,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9822695035460992,0.669825927872126,False,0.0960022933900262,0.0960022933900262
SaasN,0.01405211801291831,-0.0007419518310821332,0.014794069844000442,0.014794069844000442,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.903242147922999,0.8153581001998764,False,-0.0636440053416122,0.0636440053416122
nHaaNH,-0.013922496842733476,0.0007351078332962516,-0.014657604676029728,0.014657604676029728,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9275582573454914,0.8431168044219128,False,0.0453371114232662,0.0453371114232662
naaNH,-0.013922496842733476,0.0007351078332962516,-0.014657604676029728,0.014657604676029728,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9275582573454914,0.8431168044219128,False,0.0453371114232662,0.0453371114232662
minaaNH,0.012758544576971119,-0.0006736511536641577,0.013432195730635275,0.013432195730635275,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914,0.8247837299967081,False,-0.0492282164989409,0.0492282164989409
maxaaNH,0.01242559046457675,-0.0006560711765296522,0.013081661641106402,0.013081661641106402,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914,0.8249701612478084,False,-0.050637942631809,0.050637942631809
maxdssC,0.010683706097419102,-0.0005640996819436396,0.01124780577936274,0.01124780577936274,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6266464032421479,0.762896120982602,False,0.0960303248253724,0.0960303248253724
ntN,-0.01004141660096386,0.0005301867965308342,-0.010571603397494694,0.010571603397494694,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9599797365754812,0.4906163827136525,False,-0.0276219078726422,0.0276219078726422
minsOm,0.009443042254012017,-0.0004985926310118808,0.009941634885023897,0.009941634885023897,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9908814589665652,0.4207563084628279,False,0.0335119147755259,0.0335119147755259
ETA_dEpsilon_B,-0.00944193307168084,0.000498534066184584,-0.009940467137865424,0.009940467137865424,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0106382978723404,0.8673494370262719,False,0.0462615814096991,0.0462615814096991
maxHother,-0.009256118961422508,0.00048872308116309,-0.009744842042585598,0.009744842042585598,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0060790273556231,0.7090095563876979,False,-0.1229223584985713,0.1229223584985713
maxsOm,0.008998524307304166,-0.00047512208342564765,0.009473646390729814,0.009473646390729814,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9908814589665652,0.4201415002574976,False,0.0322040926765582,0.0322040926765582
StN,-0.008599424426930413,0.0004540496097418744,-0.009053474036672287,0.009053474036672287,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9599797365754812,0.4912167683872854,False,-0.0360465141716726,0.0360465141716726
n5Ring,-0.008097183356133594,0.0004275312812039071,-0.008524714637337501,0.008524714637337501,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4356636271529888,0.9763829901588302,False,-0.0277793240027616,0.0277793240027616
nT5Ring,-0.008097183356133594,0.0004275312812039071,-0.008524714637337501,0.008524714637337501,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4356636271529888,0.9763829901588302,False,-0.0277793240027616,0.0277793240027616
MDEO-22,-0.007787110640982981,0.0004111594418439381,-0.00819827008282692,0.00819827008282692,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7137791286727457,0.8680271309253246,False,0.1028699501684334,0.1028699501684334
nF9Ring,0.006298508289633203,-0.000332561237692668,0.006631069527325871,0.006631069527325871,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.6058763931104356,0.7755133818272653,False,0.0855676075095463,0.0855676075095463
nT9Ring,0.006298508289633203,-0.000332561237692668,0.006631069527325871,0.006631069527325871,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.6058763931104356,0.7755133818272653,False,0.0855676075095463,0.0855676075095463
MDEN-33,-0.0058148281638478105,0.0003070229270511618,-0.006121851090898973,0.006121851090898973,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.8708206686930091,0.5908575360522048,False,0.0193844212190602,0.0193844212190602
SsOm,-0.005371483208257586,0.000283614313395996,-0.005655097521653583,0.005655097521653583,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9908814589665652,0.4076515416335924,False,-0.0300457853771092,0.0300457853771092
nsOm,-0.004613206011954082,0.0002435772774312075,-0.004856783289385289,0.004856783289385289,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9908814589665652,0.4075855015524308,False,-0.0331398646632528,0.0331398646632528
VCH-5,-0.004564443978539704,0.0002410026420668525,-0.004805446620606556,0.004805446620606556,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.4265450861195542,0.8816235653793312,False,0.1426396307589335,0.1426396307589335
SaaNH,0.004363117789524775,-0.00023037261928683393,0.004593490408811609,0.004593490408811609,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914,0.8165604155198294,False,0.0438717018642996,0.0438717018642996
mintN,0.003476004816378892,-0.0001835330543048485,0.0036595378706837404,0.0036595378706837404,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9599797365754812,0.4805579438000094,False,0.0170805205641415,0.0170805205641415
maxtN,0.0033973760627577054,-0.00017938145611365902,0.0035767575188713646,0.0035767575188713646,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9599797365754812,0.4805191166024947,False,0.0167778242794235,0.0167778242794235
ATSc5,-0.0027419442171506703,0.0001447746546655632,-0.0028867188718162337,0.0028867188718162337,Autocorrelation (charge),continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.8749945354845327,False,-0.0168553293441421,0.0168553293441421
nBr,-0.0027172428741585666,0.00014347042375563129,-0.002860713297914198,0.002860713297914198,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.941742654508612,0.500778276508819,False,-0.0203596619570719,0.0203596619570719
nsBr,-0.0027172428741585666,0.00014347042375563129,-0.002860713297914198,0.002860713297914198,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.941742654508612,0.500778276508819,False,-0.0203596619570719,0.0203596619570719
maxHsNH2,0.0024499240059670923,-0.00012935598751506253,0.002579279993482155,0.002579279993482155,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.6574650952949418,False,0.0353458431980821,0.0353458431980821
nHCHnX,-0.000425088554937443,2.244467570069825e-05,-0.00044753323063814125,0.00044753323063814125,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9802431610942248,0.6404461450794509,False,0.0279652639741048,0.0279652639741048
