dataset_name,component,component_index,explained_variance,explained_variance_ratio,cumulative_explained_variance_ratio
sensitivity_remove_all_near_constant,PC86,86,0.13989310687692827,0.00043694449700509684,0.9865048002786033
sensitivity_remove_all_near_constant,PC87,87,0.13464856206465223,0.0004205635970009482,0.9869253638756043
sensitivity_remove_all_near_constant,PC88,88,0.13120500678591615,0.0004098079381785281,0.9873351718137828
sensitivity_remove_all_near_constant,PC89,89,0.13039488062384685,0.0004072775764166191,0.9877424493901994
sensitivity_remove_all_near_constant,PC90,90,0.12577859107234285,0.00039285897952401935,0.9881353083697234
sensitivity_remove_all_near_constant,PC91,91,0.11799942599775891,0.00036856140370690606,0.9885038697734303
sensitivity_remove_all_near_constant,PC92,92,0.11487224127792602,0.00035879390204114126,0.9888626636754715
sensitivity_remove_all_near_constant,PC93,93,0.11135557061269843,0.0003478098733834443,0.9892104735488549
sensitivity_remove_all_near_constant,PC94,94,0.10999442498973049,0.0003435584481141374,0.9895540319969691
sensitivity_remove_all_near_constant,PC95,95,0.10684205285664111,0.0003337122756556373,0.9898877442726247
sensitivity_remove_all_near_constant,PC96,96,0.10222663740088217,0.0003192964089284774,0.9902070406815532
sensitivity_remove_all_near_constant,PC97,97,0.09660510459344421,0.00030173801824161836,0.9905087786997948
sensitivity_remove_all_near_constant,PC98,98,0.09374556455984447,0.00029280648251737144,0.9908015851823122
sensitivity_remove_all_near_constant,PC99,99,0.09119897631507959,0.00028485242570550296,0.9910864376080177
sensitivity_remove_all_near_constant,PC100,100,0.08677709894462449,0.00027104105910863755,0.9913574786671264
